Run,Model,Noise Reduction,Feature Extraction,Hyper-tuning,MAE,MSE,RMSE,R2
5,cat,spectral_sub_dynamic,percussive_mfcc,grid,1.3502,1.8431,1.3576,0.0000
5,cat,steg,percussive_mfcc,grid,1.3523,1.8481,1.3594,0.0000
5,cat,wiener,percussive_mfcc,grid,1.3433,1.8056,1.3437,0.0000
5,cat,bandpass,percussive_mfcc,random,1.2884,1.7468,1.3217,0.0000
5,cat,db1_dwt,percussive_mfcc,random,1.3280,1.7791,1.3338,0.0000
5,cat,db8_dwt,percussive_mfcc,random,1.3473,1.8163,1.3477,0.0000
5,cat,raw,percussive_mfcc,random,1.3283,1.8688,1.3670,0.0000
5,cat,spectral_sub_dynamic,percussive_mfcc,random,1.4610,2.2026,1.4841,0.0000
5,cat,steg,percussive_mfcc,random,1.3538,1.8332,1.3539,0.0000
5,cat,wiener,percussive_mfcc,random,1.4368,2.0724,1.4396,0.0000
5,cat,bandpass,rms,default,1.3258,1.7585,1.3261,0.0000
5,cat,db1_dwt,rms,default,1.3516,1.8277,1.3519,0.0000
5,cat,db8_dwt,rms,default,1.4534,2.5212,1.5878,0.0000
5,cat,raw,rms,default,1.2730,1.6966,1.3026,0.0000
5,cat,spectral_sub_dynamic,rms,default,1.3849,1.9298,1.3892,0.0000
5,cat,steg,rms,default,1.3849,1.9298,1.3892,0.0000
5,cat,wiener,rms,default,1.3491,1.8234,1.3503,0.0000
5,cat,bandpass,rms,grid,1.3420,1.8012,1.3421,0.0000
5,cat,db1_dwt,rms,grid,1.3500,1.8227,1.3501,0.0000
5,cat,db8_dwt,rms,grid,1.4110,2.1894,1.4797,0.0000
5,cat,raw,rms,grid,1.3202,1.7660,1.3289,0.0000
5,cat,spectral_sub_dynamic,rms,grid,1.4705,2.3678,1.5388,0.0000
5,cat,steg,rms,grid,1.4705,2.3678,1.5388,0.0000
5,cat,wiener,rms,grid,1.3533,1.8322,1.3536,0.0000
5,cat,bandpass,rms,random,1.3567,1.8406,1.3567,0.0000
5,cat,db1_dwt,rms,random,1.3578,1.8436,1.3578,0.0000
5,cat,db8_dwt,rms,random,1.4185,2.2797,1.5099,0.0000
5,cat,raw,rms,random,1.2959,1.7384,1.3185,0.0000
5,cat,spectral_sub_dynamic,rms,random,1.4705,2.3678,1.5388,0.0000
5,cat,steg,rms,random,1.4705,2.3678,1.5388,0.0000
5,cat,wiener,rms,random,1.3560,1.8388,1.3560,0.0000
5,cat,bandpass,spectral_centroid,default,1.3470,1.8227,1.3501,0.0000
5,cat,db1_dwt,spectral_centroid,default,1.3674,1.8703,1.3676,0.0000
5,cat,db8_dwt,spectral_centroid,default,1.3387,1.7933,1.3391,0.0000
5,cat,raw,spectral_centroid,default,1.3500,1.8569,1.3627,0.0000
5,cat,spectral_sub_dynamic,spectral_centroid,default,1.3554,1.8416,1.3571,0.0000
5,cat,steg,spectral_centroid,default,1.3395,1.7999,1.3416,0.0000
5,cat,wiener,spectral_centroid,default,1.4971,2.2530,1.5010,0.0000
5,cat,bandpass,spectral_centroid,grid,1.3529,1.8329,1.3539,0.0000
5,cat,db1_dwt,spectral_centroid,grid,1.3642,1.8612,1.3643,0.0000
5,cat,db8_dwt,spectral_centroid,grid,1.2909,1.6935,1.3013,0.0000
5,cat,raw,spectral_centroid,grid,1.3518,1.8371,1.3554,0.0000
5,cat,spectral_sub_dynamic,spectral_centroid,grid,1.3602,1.8512,1.3606,0.0000
5,cat,steg,spectral_centroid,grid,1.3515,1.8279,1.3520,0.0000
5,cat,wiener,spectral_centroid,grid,1.5816,2.5661,1.6019,0.0000
5,cat,bandpass,spectral_centroid,random,1.3522,1.8307,1.3531,0.0000
5,cat,db1_dwt,spectral_centroid,random,1.3582,1.8447,1.3582,0.0000
5,cat,db8_dwt,spectral_centroid,random,1.2715,1.6329,1.2778,0.0000
5,cat,raw,spectral_centroid,random,1.3612,1.8885,1.3742,0.0000
5,cat,spectral_sub_dynamic,spectral_centroid,random,1.3461,1.8711,1.3679,0.0000
5,cat,steg,spectral_centroid,random,1.3518,1.8282,1.3521,0.0000
5,cat,wiener,spectral_centroid,random,1.6327,2.7086,1.6458,0.0000
5,cat,bandpass,spectral_contrast,default,1.3271,1.7617,1.3273,0.0000
5,cat,db1_dwt,spectral_contrast,default,1.1293,1.2794,1.1311,0.0000
5,cat,db8_dwt,spectral_contrast,default,1.3289,1.7675,1.3295,0.0000
5,cat,raw,spectral_contrast,default,1.3138,1.7275,1.3143,0.0000
5,cat,spectral_sub_dynamic,spectral_contrast,default,1.2774,1.6320,1.2775,0.0000
5,cat,steg,spectral_contrast,default,1.2598,1.5875,1.2600,0.0000
5,cat,wiener,spectral_contrast,default,1.3853,1.9198,1.3856,0.0000
5,cat,bandpass,spectral_contrast,grid,1.2281,1.5521,1.2458,0.0000
5,cat,db1_dwt,spectral_contrast,grid,1.2341,1.5245,1.2347,0.0000
5,cat,db8_dwt,spectral_contrast,grid,1.3413,1.7993,1.3414,0.0000
5,cat,raw,spectral_contrast,grid,1.1355,1.2993,1.1399,0.0000
5,cat,spectral_sub_dynamic,spectral_contrast,grid,1.2883,1.6596,1.2883,0.0000
5,cat,steg,spectral_contrast,grid,1.2944,1.6757,1.2945,0.0000
5,cat,wiener,spectral_contrast,grid,1.3692,1.8752,1.3694,0.0000
5,cat,bandpass,spectral_contrast,random,1.2256,1.5103,1.2289,0.0000
5,cat,db1_dwt,spectral_contrast,random,1.2729,1.6222,1.2736,0.0000
5,cat,db8_dwt,spectral_contrast,random,1.3537,1.8324,1.3537,0.0000
5,cat,raw,spectral_contrast,random,1.1977,1.4391,1.1996,0.0000
5,cat,spectral_sub_dynamic,spectral_contrast,random,1.3475,1.8157,1.3475,0.0000
5,cat,steg,spectral_contrast,random,1.3488,1.8194,1.3488,0.0000
5,cat,wiener,spectral_contrast,random,1.3724,1.8843,1.3727,0.0000
5,cat,bandpass,spectral_flux,default,1.3792,1.9093,1.3818,0.0000
5,cat,db1_dwt,spectral_flux,default,1.3728,1.8878,1.3740,0.0000
5,cat,db8_dwt,spectral_flux,default,1.3944,1.9551,1.3983,0.0000
5,cat,raw,spectral_flux,default,1.3245,1.7545,1.3246,0.0000
5,cat,spectral_sub_dynamic,spectral_flux,default,1.3998,1.9693,1.4033,0.0000
5,cat,steg,spectral_flux,default,1.4005,1.9693,1.4033,0.0000
5,cat,wiener,spectral_flux,default,1.3478,1.8169,1.3479,0.0000
5,cat,bandpass,spectral_flux,grid,1.4482,2.2439,1.4979,0.0000
5,cat,db1_dwt,spectral_flux,grid,1.3593,1.8484,1.3596,0.0000
5,cat,db8_dwt,spectral_flux,grid,1.5168,2.4902,1.5780,0.0000
5,cat,raw,spectral_flux,grid,1.3413,1.7991,1.3413,0.0000
5,cat,spectral_sub_dynamic,spectral_flux,grid,1.5052,2.4362,1.5608,0.0000
5,cat,steg,spectral_flux,grid,1.5017,2.4004,1.5493,0.0000
5,cat,wiener,spectral_flux,grid,1.3488,1.8194,1.3488,0.0000
5,cat,bandpass,spectral_flux,random,1.4482,2.2439,1.4979,0.0000
5,cat,db1_dwt,spectral_flux,random,1.3579,1.8440,1.3579,0.0000
5,cat,db8_dwt,spectral_flux,random,1.5206,2.5076,1.5835,0.0000
5,cat,raw,spectral_flux,random,1.3341,1.7797,1.3341,0.0000
5,cat,spectral_sub_dynamic,spectral_flux,random,1.4849,2.3151,1.5216,0.0000
5,cat,steg,spectral_flux,random,1.4895,2.3142,1.5212,0.0000
5,cat,wiener,spectral_flux,random,1.3436,1.8056,1.3437,0.0000
5,cat,bandpass,spectral_rolloff,default,1.3408,1.8061,1.3439,0.0000
5,cat,db1_dwt,spectral_rolloff,default,1.3575,1.8468,1.3590,0.0000
5,cat,db8_dwt,spectral_rolloff,default,1.3243,1.7887,1.3374,0.0000
5,cat,raw,spectral_rolloff,default,1.2917,1.7565,1.3253,0.0000
5,cat,spectral_sub_dynamic,spectral_rolloff,default,1.1515,1.3362,1.1559,0.0000
5,cat,steg,spectral_rolloff,default,1.3061,1.7059,1.3061,0.0000
5,cat,wiener,spectral_rolloff,default,1.4241,2.0286,1.4243,0.0000
5,cat,bandpass,spectral_rolloff,grid,1.3081,1.8389,1.3561,0.0000
5,cat,db1_dwt,spectral_rolloff,grid,1.3595,1.8498,1.3601,0.0000
5,cat,db8_dwt,spectral_rolloff,grid,1.3295,1.7922,1.3387,0.0000
5,cat,raw,spectral_rolloff,grid,1.2960,1.7720,1.3312,0.0000
5,cat,spectral_sub_dynamic,spectral_rolloff,grid,1.0386,1.0946,1.0462,0.0000
5,cat,steg,spectral_rolloff,grid,1.3320,1.7742,1.3320,0.0000
5,cat,wiener,spectral_rolloff,grid,1.6293,2.6653,1.6326,0.0000
5,cat,bandpass,spectral_rolloff,random,1.2928,1.8172,1.3480,0.0000
5,cat,db1_dwt,spectral_rolloff,random,1.3572,1.8421,1.3572,0.0000
5,cat,db8_dwt,spectral_rolloff,random,1.3059,1.7369,1.3179,0.0000
5,cat,raw,spectral_rolloff,random,1.2850,1.7277,1.3144,0.0000
5,cat,spectral_sub_dynamic,spectral_rolloff,random,1.2764,1.6307,1.2770,0.0000
5,cat,steg,spectral_rolloff,random,1.3569,1.8410,1.3569,0.0000
5,cat,wiener,spectral_rolloff,random,1.6293,2.6653,1.6326,0.0000
5,cat,bandpass,zcr,default,1.0912,1.1911,1.0914,0.0000
5,cat,db1_dwt,zcr,default,1.1137,1.2408,1.1139,0.0000
5,cat,db8_dwt,zcr,default,1.1879,1.4259,1.1941,0.0000
5,cat,raw,zcr,default,1.3635,1.8641,1.3653,0.0000
5,cat,spectral_sub_dynamic,zcr,default,1.2949,1.6816,1.2968,0.0000
5,cat,steg,zcr,default,1.2750,1.6315,1.2773,0.0000
5,cat,wiener,zcr,default,1.4109,1.9954,1.4126,0.0000
5,cat,bandpass,zcr,grid,1.0542,1.1149,1.0559,0.0000
5,cat,db1_dwt,zcr,grid,0.9690,0.9389,0.9690,0.0000
5,cat,db8_dwt,zcr,grid,1.1195,1.2977,1.1391,0.0000
5,cat,raw,zcr,grid,1.3568,1.8418,1.3571,0.0000
5,cat,spectral_sub_dynamic,zcr,grid,1.3032,1.7012,1.3043,0.0000
5,cat,steg,zcr,grid,1.2856,1.6580,1.2877,0.0000
5,cat,wiener,zcr,grid,1.3847,1.9182,1.3850,0.0000
5,cat,bandpass,zcr,random,1.0122,1.0279,1.0139,0.0000
5,cat,db1_dwt,zcr,random,1.0109,1.0236,1.0118,0.0000
5,cat,db8_dwt,zcr,random,1.1183,1.2634,1.1240,0.0000
5,cat,raw,zcr,random,1.3681,1.8752,1.3694,0.0000
5,cat,spectral_sub_dynamic,zcr,random,1.3149,1.7301,1.3153,0.0000
5,cat,steg,zcr,random,1.3522,1.8286,1.3522,0.0000
5,cat,wiener,zcr,random,1.3598,1.8490,1.3598,0.0000
6,xgb,bandpass,chroma,bayesian,1.5313,2.8514,1.6886,0.0000
6,xgb,db1_dwt,chroma,bayesian,1.3210,1.7474,1.3219,0.0000
6,xgb,db8_dwt,chroma,bayesian,1.3475,1.8159,1.3476,0.0000
6,xgb,raw,chroma,bayesian,1.5044,2.9192,1.7086,0.0000
6,xgb,spectral_sub_dynamic,chroma,bayesian,1.3495,1.8212,1.3495,0.0000
6,xgb,steg,chroma,bayesian,1.3062,1.8686,1.3669,0.0000
6,xgb,wiener,chroma,bayesian,1.1115,1.3801,1.1748,0.0000
6,xgb,bandpass,chroma,default,1.8329,4.6763,2.1625,0.0000
6,xgb,db1_dwt,chroma,default,0.7654,0.7197,0.8484,0.0000
6,xgb,db8_dwt,chroma,default,0.6925,0.7075,0.8411,0.0000
6,xgb,raw,chroma,default,1.5332,4.4058,2.0990,0.0000
6,xgb,spectral_sub_dynamic,chroma,default,0.1316,0.0506,0.2250,0.0000
6,xgb,steg,chroma,default,1.1499,3.9492,1.9873,0.0000
6,xgb,wiener,chroma,default,1.5273,4.3623,2.0886,0.0000
6,xgb,bandpass,chroma,grid,1.6077,2.9544,1.7188,0.0000
6,xgb,db1_dwt,chroma,grid,1.2096,1.4670,1.2112,0.0000
6,xgb,db8_dwt,chroma,grid,1.1516,1.3505,1.1621,0.0000
6,xgb,raw,chroma,grid,1.4490,2.6759,1.6358,0.0000
6,xgb,spectral_sub_dynamic,chroma,grid,0.9318,0.8683,0.9318,0.0000
6,xgb,steg,chroma,grid,1.2925,1.9309,1.3896,0.0000
6,xgb,wiener,chroma,grid,1.4398,2.6534,1.6289,0.0000
6,xgb,bandpass,chroma,random,1.6037,3.2065,1.7907,0.0000
6,xgb,db1_dwt,chroma,random,1.3481,1.8175,1.3482,0.0000
6,xgb,db8_dwt,chroma,random,1.3486,1.8187,1.3486,0.0000
6,xgb,raw,chroma,random,1.4688,2.9317,1.7122,0.0000
6,xgb,spectral_sub_dynamic,chroma,random,1.3575,1.8429,1.3576,0.0000
6,xgb,steg,chroma,random,1.3571,1.8419,1.3572,0.0000
6,xgb,wiener,chroma,random,1.2184,1.6970,1.3027,0.0000
6,xgb,bandpass,db1_wavelet,bayesian,1.3513,1.8263,1.3514,0.0000
6,xgb,db1_dwt,db1_wavelet,bayesian,1.3837,1.9681,1.4029,0.0000
6,xgb,db8_dwt,db1_wavelet,bayesian,1.5921,2.6335,1.6228,0.0000
6,xgb,raw,db1_wavelet,bayesian,1.2399,2.3839,1.5440,0.0000
6,xgb,spectral_sub_dynamic,db1_wavelet,bayesian,1.5204,2.6095,1.6154,0.0000
6,xgb,steg,db1_wavelet,bayesian,1.4977,2.5396,1.5936,0.0000
6,xgb,wiener,db1_wavelet,bayesian,0.8962,0.8373,0.9150,0.0000
6,xgb,bandpass,db1_wavelet,default,0.7068,0.7255,0.8518,0.0000
6,xgb,db1_dwt,db1_wavelet,default,1.4548,4.2406,2.0593,0.0000
6,xgb,db8_dwt,db1_wavelet,default,1.5333,4.4072,2.0993,0.0000
6,xgb,raw,db1_wavelet,default,1.3419,4.0219,2.0055,0.0000
6,xgb,spectral_sub_dynamic,db1_wavelet,default,1.7499,4.5065,2.1229,0.0000
6,xgb,steg,db1_wavelet,default,1.8331,4.6767,2.1626,0.0000
6,xgb,wiener,db1_wavelet,default,0.6839,0.7093,0.8422,0.0000
6,xgb,bandpass,db1_wavelet,grid,1.1570,1.3640,1.1679,0.0000
6,xgb,db1_dwt,db1_wavelet,grid,1.3940,2.1510,1.4666,0.0000
6,xgb,db8_dwt,db1_wavelet,grid,1.4116,2.1953,1.4817,0.0000
6,xgb,raw,db1_wavelet,grid,1.2925,1.9309,1.3896,0.0000
6,xgb,spectral_sub_dynamic,db1_wavelet,grid,1.4808,2.3348,1.5280,0.0000
6,xgb,steg,db1_wavelet,grid,1.5057,2.3973,1.5483,0.0000
6,xgb,wiener,db1_wavelet,grid,1.1452,1.3352,1.1555,0.0000
6,xgb,bandpass,db1_wavelet,random,1.2766,1.6526,1.2855,0.0000
6,xgb,db1_dwt,db1_wavelet,random,1.6078,3.1882,1.7856,0.0000
6,xgb,db8_dwt,db1_wavelet,random,1.5759,2.5063,1.5831,0.0000
6,xgb,raw,db1_wavelet,random,1.2865,2.8905,1.7002,0.0000
6,xgb,spectral_sub_dynamic,db1_wavelet,random,1.5023,2.5165,1.5863,0.0000
6,xgb,steg,db1_wavelet,random,1.4983,2.4766,1.5737,0.0000
6,xgb,wiener,db1_wavelet,random,0.8942,0.8244,0.9080,0.0000
6,xgb,bandpass,delta_mfcc,bayesian,1.0635,1.2551,1.1203,0.0000
6,xgb,db1_dwt,delta_mfcc,bayesian,0.9734,0.9502,0.9748,0.0000
6,xgb,db8_dwt,delta_mfcc,bayesian,1.3724,1.9030,1.3795,0.0000
6,xgb,raw,delta_mfcc,bayesian,0.8548,0.8894,0.9431,0.0000
6,xgb,spectral_sub_dynamic,delta_mfcc,bayesian,0.9142,0.8555,0.9249,0.0000
6,xgb,steg,delta_mfcc,bayesian,0.9998,1.0020,1.0010,0.0000
6,xgb,wiener,delta_mfcc,bayesian,1.2868,1.9353,1.3911,0.0000
6,xgb,bandpass,delta_mfcc,default,1.1502,3.9664,1.9916,0.0000
6,xgb,db1_dwt,delta_mfcc,default,0.9836,0.9813,0.9906,0.0000
6,xgb,db8_dwt,delta_mfcc,default,1.5335,4.4065,2.0992,0.0000
6,xgb,raw,delta_mfcc,default,0.6005,0.5405,0.7352,0.0000
6,xgb,spectral_sub_dynamic,delta_mfcc,default,1.0660,1.1503,1.0725,0.0000
6,xgb,steg,delta_mfcc,default,1.0661,1.1505,1.0726,0.0000
6,xgb,wiener,delta_mfcc,default,1.6995,4.4229,2.1031,0.0000
6,xgb,bandpass,delta_mfcc,grid,1.2478,2.2972,1.5156,0.0000
6,xgb,db1_dwt,delta_mfcc,grid,1.0649,1.1421,1.0687,0.0000
6,xgb,db8_dwt,delta_mfcc,grid,1.4116,2.1953,1.4817,0.0000
6,xgb,raw,delta_mfcc,grid,0.9569,0.9660,0.9829,0.0000
6,xgb,spectral_sub_dynamic,delta_mfcc,grid,1.2640,1.5990,1.2645,0.0000
6,xgb,steg,delta_mfcc,grid,1.2640,1.5990,1.2645,0.0000
6,xgb,wiener,delta_mfcc,grid,1.5910,2.9129,1.7067,0.0000
6,xgb,bandpass,delta_mfcc,random,0.9743,1.0288,1.0143,0.0000
6,xgb,db1_dwt,delta_mfcc,random,0.9007,0.8190,0.9050,0.0000
6,xgb,db8_dwt,delta_mfcc,random,1.3739,1.9348,1.3910,0.0000
6,xgb,raw,delta_mfcc,random,0.8432,0.8506,0.9223,0.0000
6,xgb,spectral_sub_dynamic,delta_mfcc,random,0.9783,0.9719,0.9858,0.0000
6,xgb,steg,delta_mfcc,random,0.9956,1.0081,1.0040,0.0000
6,xgb,wiener,delta_mfcc,random,1.4343,2.9332,1.7126,0.0000
6,xgb,bandpass,log_mel_spec,bayesian,1.5936,3.2182,1.7939,0.0000
6,xgb,db1_dwt,log_mel_spec,bayesian,1.3522,1.8286,1.3523,0.0000
6,xgb,db8_dwt,log_mel_spec,bayesian,1.3623,1.8560,1.3624,0.0000
6,xgb,raw,log_mel_spec,bayesian,1.4869,2.9354,1.7133,0.0000
6,xgb,spectral_sub_dynamic,log_mel_spec,bayesian,1.1510,1.3601,1.1662,0.0000
6,xgb,steg,log_mel_spec,bayesian,1.1510,1.3601,1.1662,0.0000
6,xgb,wiener,log_mel_spec,bayesian,0.8688,0.8412,0.9172,0.0000
6,xgb,bandpass,log_mel_spec,default,1.9124,4.8382,2.1996,0.0000
6,xgb,db1_dwt,log_mel_spec,default,0.8829,0.7900,0.8888,0.0000
6,xgb,db8_dwt,log_mel_spec,default,1.4505,4.2368,2.0583,0.0000
6,xgb,raw,log_mel_spec,default,1.8389,4.6871,2.1650,0.0000
6,xgb,spectral_sub_dynamic,log_mel_spec,default,0.3186,0.2755,0.5249,0.0000
6,xgb,steg,log_mel_spec,default,0.3189,0.2757,0.5250,0.0000
6,xgb,wiener,log_mel_spec,default,0.6835,0.7109,0.8432,0.0000
6,xgb,bandpass,log_mel_spec,grid,1.7893,3.9174,1.9792,0.0000
6,xgb,db1_dwt,log_mel_spec,grid,1.2409,1.5403,1.2411,0.0000
6,xgb,db8_dwt,log_mel_spec,grid,1.3767,2.0774,1.4413,0.0000
6,xgb,raw,log_mel_spec,grid,1.6411,3.5974,1.8967,0.0000
6,xgb,spectral_sub_dynamic,log_mel_spec,grid,1.0148,1.0435,1.0215,0.0000
6,xgb,steg,log_mel_spec,grid,1.0148,1.0435,1.0215,0.0000
6,xgb,wiener,log_mel_spec,grid,1.1450,1.3346,1.1553,0.0000
6,xgb,bandpass,log_mel_spec,random,1.5505,3.0449,1.7450,0.0000
6,xgb,db1_dwt,log_mel_spec,random,1.3556,1.8378,1.3557,0.0000
6,xgb,db8_dwt,log_mel_spec,random,1.3597,1.8490,1.3598,0.0000
6,xgb,raw,log_mel_spec,random,1.5332,3.2207,1.7946,0.0000
6,xgb,spectral_sub_dynamic,log_mel_spec,random,1.1902,1.5112,1.2293,0.0000
6,xgb,steg,log_mel_spec,random,1.1902,1.5112,1.2293,0.0000
6,xgb,wiener,log_mel_spec,random,0.8317,0.7588,0.8711,0.0000
6,xgb,bandpass,mfcc,bayesian,1.6301,3.8006,1.9495,0.0000
6,xgb,db1_dwt,mfcc,bayesian,0.9107,0.8717,0.9336,0.0000
6,xgb,db8_dwt,mfcc,bayesian,1.3673,1.8695,1.3673,0.0000
6,xgb,raw,mfcc,bayesian,1.5829,3.8081,1.9514,0.0000
6,xgb,spectral_sub_dynamic,mfcc,bayesian,1.4895,2.4437,1.5632,0.0000
6,xgb,steg,mfcc,bayesian,1.3927,2.0036,1.4155,0.0000
6,xgb,wiener,mfcc,bayesian,1.3688,2.1390,1.4625,0.0000
6,xgb,bandpass,mfcc,default,1.5508,4.3058,2.0750,0.0000
6,xgb,db1_dwt,mfcc,default,1.0663,1.1508,1.0727,0.0000
6,xgb,db8_dwt,mfcc,default,1.8281,3.7189,1.9285,0.0000
6,xgb,raw,mfcc,default,1.8440,4.6918,2.1661,0.0000
6,xgb,spectral_sub_dynamic,mfcc,default,1.1504,3.9664,1.9916,0.0000
6,xgb,steg,mfcc,default,1.1506,3.9660,1.9915,0.0000
6,xgb,wiener,mfcc,default,0.4094,0.4578,0.6766,0.0000
6,xgb,bandpass,mfcc,grid,1.4564,3.3691,1.8355,0.0000
6,xgb,db1_dwt,mfcc,grid,1.0664,1.1508,1.0728,0.0000
6,xgb,db8_dwt,mfcc,grid,1.4239,2.0599,1.4352,0.0000
6,xgb,raw,mfcc,grid,1.7430,3.8109,1.9521,0.0000
6,xgb,spectral_sub_dynamic,mfcc,grid,1.2925,1.9309,1.3896,0.0000
6,xgb,steg,mfcc,grid,1.2925,1.9309,1.3896,0.0000
6,xgb,wiener,mfcc,grid,1.0584,1.1523,1.0735,0.0000
6,xgb,bandpass,mfcc,random,1.5369,3.0315,1.7411,0.0000
6,xgb,db1_dwt,mfcc,random,0.9317,0.9060,0.9518,0.0000
6,xgb,db8_dwt,mfcc,random,1.3687,1.8733,1.3687,0.0000
6,xgb,raw,mfcc,random,1.7220,3.9458,1.9864,0.0000
6,xgb,spectral_sub_dynamic,mfcc,random,1.3455,1.8917,1.3754,0.0000
6,xgb,steg,mfcc,random,1.3732,1.9769,1.4060,0.0000
6,xgb,wiener,mfcc,random,1.3032,1.9189,1.3852,0.0000
6,xgb,bandpass,percussive_mfcc,bayesian,1.3756,2.2441,1.4980,0.0000
6,xgb,db1_dwt,percussive_mfcc,bayesian,1.3567,1.8417,1.3571,0.0000
6,xgb,db8_dwt,percussive_mfcc,bayesian,1.3222,1.8441,1.3580,0.0000
6,xgb,raw,percussive_mfcc,bayesian,1.3886,2.2516,1.5005,0.0000
6,xgb,spectral_sub_dynamic,percussive_mfcc,bayesian,1.3760,1.9212,1.3861,0.0000
6,xgb,steg,percussive_mfcc,bayesian,1.3765,1.9021,1.3792,0.0000
6,xgb,wiener,percussive_mfcc,bayesian,1.1747,1.4496,1.2040,0.0000
6,xgb,bandpass,percussive_mfcc,default,1.1155,1.2473,1.1168,0.0000
6,xgb,db1_dwt,percussive_mfcc,default,0.8456,1.1103,1.0537,0.0000
6,xgb,db8_dwt,percussive_mfcc,default,1.1187,3.6425,1.9085,0.0000
6,xgb,raw,percussive_mfcc,default,1.7899,3.4595,1.8600,0.0000
6,xgb,spectral_sub_dynamic,percussive_mfcc,default,0.9052,0.9060,0.9519,0.0000
6,xgb,steg,percussive_mfcc,default,0.9052,0.9060,0.9519,0.0000
6,xgb,wiener,percussive_mfcc,default,1.4386,4.1501,2.0372,0.0000
6,xgb,bandpass,percussive_mfcc,grid,1.2793,1.6386,1.2801,0.0000
6,xgb,db1_dwt,percussive_mfcc,grid,1.1907,1.4559,1.2066,0.0000
6,xgb,db8_dwt,percussive_mfcc,grid,1.2925,1.9309,1.3896,0.0000
6,xgb,raw,percussive_mfcc,grid,1.5432,2.4127,1.5533,0.0000
6,xgb,spectral_sub_dynamic,percussive_mfcc,grid,1.1519,1.3512,1.1624,0.0000
6,xgb,steg,percussive_mfcc,grid,1.1519,1.3512,1.1624,0.0000
6,xgb,wiener,percussive_mfcc,grid,1.3868,2.1332,1.4605,0.0000
6,xgb,bandpass,percussive_mfcc,random,1.1388,1.7041,1.3054,0.0000
6,xgb,db1_dwt,percussive_mfcc,random,1.2869,1.6777,1.2953,0.0000
6,xgb,db8_dwt,percussive_mfcc,random,1.3559,1.8384,1.3559,0.0000
6,xgb,raw,percussive_mfcc,random,1.4802,2.6177,1.6179,0.0000
6,xgb,spectral_sub_dynamic,percussive_mfcc,random,1.3895,1.9586,1.3995,0.0000
6,xgb,steg,percussive_mfcc,random,1.3930,1.9674,1.4026,0.0000
6,xgb,wiener,percussive_mfcc,random,1.4281,2.1527,1.4672,0.0000
6,xgb,bandpass,rms,bayesian,1.3539,1.8332,1.3539,0.0000
6,xgb,db1_dwt,rms,bayesian,1.4185,2.0336,1.4261,0.0000
6,xgb,db8_dwt,rms,bayesian,1.4305,2.4498,1.5652,0.0000
6,xgb,raw,rms,bayesian,1.3516,1.8269,1.3516,0.0000
6,xgb,spectral_sub_dynamic,rms,bayesian,1.6198,4.2691,2.0662,0.0000
6,xgb,steg,rms,bayesian,1.6198,4.2691,2.0662,0.0000
6,xgb,wiener,rms,bayesian,1.3581,1.8450,1.3583,0.0000
6,xgb,bandpass,rms,default,1.6408,4.3456,2.0846,0.0000
6,xgb,db1_dwt,rms,default,1.9161,4.8453,2.2012,0.0000
6,xgb,db8_dwt,rms,default,1.8915,4.7923,2.1891,0.0000
6,xgb,raw,rms,default,1.7492,4.5036,2.1222,0.0000
6,xgb,spectral_sub_dynamic,rms,default,1.3446,4.0803,2.0200,0.0000
6,xgb,steg,rms,default,1.3446,4.0803,2.0200,0.0000
6,xgb,wiener,rms,default,1.8328,4.6757,2.1623,0.0000
6,xgb,bandpass,rms,grid,1.3676,1.9810,1.4075,0.0000
6,xgb,db1_dwt,rms,grid,1.5651,2.6402,1.6249,0.0000
6,xgb,db8_dwt,rms,grid,1.3871,2.5045,1.5825,0.0000
6,xgb,raw,rms,grid,1.3962,2.0428,1.4293,0.0000
6,xgb,spectral_sub_dynamic,rms,grid,1.5480,3.3484,1.8299,0.0000
6,xgb,steg,rms,grid,1.5480,3.3484,1.8299,0.0000
6,xgb,wiener,rms,grid,1.5064,2.3990,1.5489,0.0000
6,xgb,bandpass,rms,random,1.3522,1.8286,1.3523,0.0000
6,xgb,db1_dwt,rms,random,1.3480,1.8173,1.3481,0.0000
6,xgb,db8_dwt,rms,random,1.5075,3.2147,1.7930,0.0000
6,xgb,raw,rms,random,1.3494,1.8211,1.3495,0.0000
6,xgb,spectral_sub_dynamic,rms,random,1.6628,3.9685,1.9921,0.0000
6,xgb,steg,rms,random,1.6628,3.9685,1.9921,0.0000
6,xgb,wiener,rms,random,1.3601,1.8508,1.3604,0.0000
6,xgb,bandpass,spectral_centroid,bayesian,1.3391,1.7936,1.3393,0.0000
6,xgb,db1_dwt,spectral_centroid,bayesian,1.3437,1.8056,1.3437,0.0000
6,xgb,db8_dwt,spectral_centroid,bayesian,1.3093,1.7398,1.3190,0.0000
6,xgb,raw,spectral_centroid,bayesian,1.2262,1.5234,1.2343,0.0000
6,xgb,spectral_sub_dynamic,spectral_centroid,bayesian,1.3525,1.8296,1.3526,0.0000
6,xgb,steg,spectral_centroid,bayesian,1.3873,2.0629,1.4363,0.0000
6,xgb,wiener,spectral_centroid,bayesian,1.6691,2.7858,1.6691,0.0000
6,xgb,bandpass,spectral_centroid,default,0.6005,0.5399,0.7348,0.0000
6,xgb,db1_dwt,spectral_centroid,default,1.2454,1.5692,1.2527,0.0000
